Prot_ID	Secretion_Signal	TargetP_Location	CAMPR3_SVM	CAMPR3_RF	XXX	CAMPR3_ANN	CAMPR3_DA	iAMPred_AntiBacterial	iAMPred_AntiViral	iAMPred_AntiFungal	DBAASP	SecretomeP
EmuJ_000351100.1	OTHER	_	0	0	XXX	0	0	0.137	0.373	0.133	0	0
EmuJ_000353800.1	OTHER	_	0	1	XXX	0	0	0.321	0.299	0.259	0	0
EmuJ_000354200.1	SP(Sec/SPI)	S	0	0	XXX	0	0	0.894	0.824	0.886	0	0
EmuJ_000354300.1	SP(Sec/SPI)	S	1	0	XXX	1	0	0.500	0.671	0.658	0	0
EmuJ_000354500.1	SP(Sec/SPI)	S	0	0	XXX	1	0	0.974	0.947	0.941	0	1
EmuJ_000356900.1	OTHER	_	0	0	XXX	0	0	0.180	0.347	0.249	0	0
EmuJ_000357300.1	OTHER	_	1	1	XXX	0	1	0.750	0.809	0.835	1	0
EmuJ_000357900.1	OTHER	S	0	0	XXX	0	0	0.000	0.018	0.005	0	0
EmuJ_000359100.1	OTHER	M	1	1	XXX	0	1	0.505	0.720	0.636	0	0
EmuJ_000361300.1	OTHER	_	0	0	XXX	0	0	0.000	0.034	0.009	0	0
EmuJ_000362300.1	OTHER	M	0	1	XXX	0	0	0.054	0.353	0.233	0	0
EmuJ_000362400.1	OTHER	_	0	0	XXX	0	0	0.492	0.568	0.252	0	0
EmuJ_000364600.1	OTHER	_	0	0	XXX	0	0	0.103	0.881	0.233	1	0
EmuJ_000365600.1	SP(Sec/SPI)	S	1	1	XXX	0	1	0.095	0.284	0.131	0	0
EmuJ_000365900.1	OTHER	S	1	1	XXX	0	1	0.185	0.500	0.473	0	0
EmuJ_000366400.1	OTHER	_	0	0	XXX	0	0	0.130	0.257	0.092	0	0
EmuJ_000368700.1	OTHER	M	1	1	XXX	0	0	0.156	0.539	0.175	0	0
EmuJ_000370300.1	OTHER	_	0	1	XXX	0	0	0.050	0.255	0.043	0	0
EmuJ_000371500.1	OTHER	_	0	0	XXX	0	0	0.040	0.128	0.081	0	0
EmuJ_000371600.1	OTHER	S	0	0	XXX	0	0	0.100	0.392	0.058	0	0
EmuJ_000371700.1	OTHER	_	0	0	XXX	0	0	0.252	0.415	0.150	0	0
EmuJ_000375300.1	OTHER	_	1	1	XXX	1	1	0.940	0.921	0.933	0	0
EmuJ_000381100.1	SP(Sec/SPI)	S	1	1	XXX	1	1	0.664	0.733	0.484	1	0
EmuJ_000381200.1	SP(Sec/SPI)	S	1	1	XXX	0	0	0.182	0.208	0.150	1	1
EmuJ_000381400.1	SP(Sec/SPI)	S	1	1	XXX	1	1	0.567	0.668	0.418	1	0
EmuJ_000381500.1	SP(Sec/SPI)	S	1	1	XXX	0	1	0.695	0.652	0.609	1	0
EmuJ_000381600.1	SP(Sec/SPI)	S	1	1	XXX	0	1	0.758	0.698	0.699	1	0
EmuJ_000381700.1	SP(Sec/SPI)	S	1	1	XXX	0	1	0.758	0.698	0.699	1	0
EmuJ_000381800.1	SP(Sec/SPI)	S	1	1	XXX	0	1	0.589	0.625	0.556	1	0
EmuJ_000385350.1	OTHER	M	1	1	XXX	1	1	0.891	0.899	0.938	0	0
EmuJ_000385900.1	OTHER	M	1	1	XXX	1	1	0.660	0.835	0.848	0	0
EmuJ_000385950.1	OTHER	_	1	1	XXX	0	1	0.027	0.233	0.041	1	0
EmuJ_000386500.1	OTHER	_	1	1	XXX	1	1	0.360	0.606	0.320	0	0
EmuJ_000390300.1	OTHER	_	0	1	XXX	0	0	0.128	0.392	0.137	0	0
EmuJ_000390900.1	OTHER	M	1	1	XXX	0	0	0.693	0.471	0.815	0	0
EmuJ_000394400.1	OTHER	S	0	0	XXX	0	0	0.077	0.203	0.080	0	0
EmuJ_000395400.1	OTHER	_	1	1	XXX	0	1	0.137	0.494	0.347	0	0
EmuJ_000396900.1	OTHER	_	1	1	XXX	1	1	0.953	0.802	0.950	1	0
EmuJ_000397000.1	OTHER	_	1	1	XXX	1	1	0.806	0.843	0.719	0	0
EmuJ_000397100.1	OTHER	_	0	0	XXX	0	0	0.040	0.128	0.081	0	0
EmuJ_000397800.1	OTHER	_	0	0	XXX	0	1	0.196	0.412	0.422	0	0
EmuJ_000397900.1	OTHER	_	0	0	XXX	0	0	0.644	0.572	0.272	0	0
EmuJ_000398000.1	OTHER	_	0	1	XXX	0	1	0.541	0.555	0.269	0	0
EmuJ_000401400.1	OTHER	_	0	0	XXX	0	0	0.252	0.415	0.150	0	0
EmuJ_000401700.1	OTHER	_	0	0	XXX	1	0	0.649	0.731	0.624	0	0
EmuJ_000402100.1	OTHER	_	1	0	XXX	1	0	0.121	0.133	0.163	0	0
EmuJ_000403300.1	OTHER	_	0	0	XXX	0	0	0.252	0.415	0.150	0	0
EmuJ_000403600.1	OTHER	_	0	0	XXX	0	0	0.252	0.415	0.150	0	0
EmuJ_000404100.1	OTHER	_	0	0	XXX	0	0	0.252	0.415	0.150	0	0
EmuJ_000404500.1	OTHER	_	0	0	XXX	0	0	0.252	0.415	0.150	0	0
EmuJ_000404600.1	OTHER	_	1	1	XXX	0	1	0.515	0.330	0.159	0	0
EmuJ_000405400.1	OTHER	_	0	0	XXX	0	0	0.017	0.025	0.047	0	0
EmuJ_000407000.1	OTHER	_	0	0	XXX	0	0	0.361	0.421	0.109	0	0
EmuJ_000407600.1	OTHER	_	0	0	XXX	0	0	0.212	0.495	0.299	0	0
EmuJ_000408000.1	SP(Sec/SPI)	S	0	1	XXX	0	0	0.115	0.263	0.129	0	0
EmuJ_000408100.1	OTHER	_	1	1	XXX	0	1	0.023	0.302	0.058	0	0
EmuJ_000408600.1	OTHER	_	0	0	XXX	0	0	0.031	0.120	0.055	0	0
EmuJ_000409200.1	OTHER	_	0	0	XXX	0	0	0.040	0.128	0.081	0	0
EmuJ_000412600.1	SP(Sec/SPI)	S	0	1	XXX	0	0	0.069	0.154	0.098	0	1
EmuJ_000412800.1	OTHER	_	1	1	XXX	0	1	0.350	0.670	0.102	0	0
EmuJ_000414500.1	OTHER	M	0	0	XXX	0	0	0.265	0.661	0.294	0	0
EmuJ_000416700.1	OTHER	M	1	1	XXX	0	0	0.881	0.919	0.853	0	0
EmuJ_000418100.1	OTHER	_	0	0	XXX	0	0	0.022	0.210	0.054	0	0
EmuJ_000419200.1	SP(Sec/SPI)	S	1	1	XXX	1	1	0.961	0.948	0.957	0	0
EmuJ_000419400.1	OTHER	_	1	1	XXX	1	1	0.995	0.952	0.994	1	0
EmuJ_000419800.1	OTHER	_	1	1	XXX	0	1	0.926	0.874	0.670	0	1
EmuJ_000421200.1	OTHER	_	1	1	XXX	1	1	0.925	0.907	0.958	0	0
EmuJ_000422800.1	OTHER	_	0	0	XXX	0	0	0.034	0.099	0.056	1	0
EmuJ_000423100.1	OTHER	_	0	1	XXX	0	0	0.137	0.224	0.076	0	0
EmuJ_000423800.1	OTHER	_	0	0	XXX	0	0	0.591	0.783	0.767	0	0
EmuJ_000424100.1	OTHER	S	1	0	XXX	0	0	0.073	0.223	0.060	0	0
EmuJ_000429100.1	OTHER	M	1	1	XXX	0	1	0.699	0.860	0.732	0	1
EmuJ_000429500.1	OTHER	M	0	1	XXX	0	1	0.340	0.644	0.321	0	0
EmuJ_000430700.1	OTHER	S	0	0	XXX	0	0	0.710	0.759	0.358	0	1
EmuJ_000431200.1	OTHER	_	1	1	XXX	1	1	0.995	0.961	0.982	0	0
EmuJ_000431300.1	OTHER	M	0	0	XXX	0	0	0.125	0.144	0.075	0	0
EmuJ_000432900.1	OTHER	_	0	1	XXX	0	1	0.218	0.489	0.331	1	1
EmuJ_000433300.1	OTHER	_	0	1	XXX	0	0	0.607	0.613	0.339	0	0
EmuJ_000433600.1	OTHER	_	0	1	XXX	0	0	0.199	0.707	0.103	0	0
EmuJ_000434700.1	SP(Sec/SPI)	S	0	0	XXX	0	0	0.109	0.391	0.183	1	0
EmuJ_000435860.1	OTHER	_	1	1	XXX	1	1	0.802	0.915	0.858	0	0
EmuJ_000441600.1	OTHER	M	1	1	XXX	0	0	0.723	0.878	0.893	0	0
EmuJ_000446100.1	OTHER	_	1	1	XXX	0	0	0.140	0.236	0.070	0	0
EmuJ_000448300.1	OTHER	_	0	0	XXX	0	0	0.109	0.326	0.260	0	0
EmuJ_000449400.1	OTHER	_	0	0	XXX	0	0	0.391	0.368	0.591	0	0
EmuJ_000453700.1	OTHER	M	0	1	XXX	0	0	0.882	0.926	0.917	1	0
EmuJ_000454200.1	OTHER	_	0	0	XXX	0	0	0.401	0.761	0.547	0	0
EmuJ_000455400.1	OTHER	_	0	0	XXX	0	0	0.066	0.322	0.370	1	0
EmuJ_000457300.1	OTHER	M	1	1	XXX	1	1	0.159	0.643	0.670	0	0
EmuJ_000464200.1	OTHER	_	1	1	XXX	0	1	0.010	0.093	0.042	0	0
EmuJ_000465600.1	OTHER	_	0	0	XXX	0	0	0.367	0.303	0.435	0	0
EmuJ_000465900.1	OTHER	_	0	0	XXX	0	0	0.264	0.672	0.088	0	0
EmuJ_000467800.1	OTHER	S	0	1	XXX	0	0	0.132	0.492	0.082	0	0
EmuJ_000467900.1	OTHER	M	0	0	XXX	0	0	0.057	0.209	0.292	0	0
EmuJ_000468700.1	OTHER	_	0	0	XXX	0	0	0.528	0.234	0.225	0	0
EmuJ_000468900.1	OTHER	_	0	0	XXX	0	0	0.348	0.712	0.512	0	0
EmuJ_000469300.1	OTHER	S	1	1	XXX	0	0	0.079	0.263	0.043	0	0
EmuJ_000471200.1	OTHER	_	1	1	XXX	0	0	0.038	0.121	0.105	0	0
EmuJ_000474200.1	OTHER	_	1	1	XXX	0	1	0.710	0.485	0.407	0	0
EmuJ_000474300.1	OTHER	_	0	0	XXX	0	0	0.697	0.652	0.547	0	0
EmuJ_000474400.1	OTHER	_	0	0	XXX	0	0	0.906	0.665	0.576	0	0
EmuJ_000474500.1	OTHER	_	0	0	XXX	0	0	0.050	0.223	0.041	0	0
EmuJ_000474600.1	OTHER	_	0	0	XXX	0	0	0.115	0.139	0.079	0	0
EmuJ_000474900.1	OTHER	_	0	0	XXX	0	0	0.019	0.056	0.040	0	0
EmuJ_000475500.1	OTHER	_	1	1	XXX	0	1	0.072	0.719	0.428	0	0
EmuJ_000477400.1	OTHER	_	0	0	XXX	0	0	0.365	0.813	0.189	0	1
EmuJ_000478200.1	OTHER	M	0	1	XXX	0	0	0.582	0.521	0.822	1	0
EmuJ_000481500.1	OTHER	_	0	1	XXX	0	0	0.279	0.512	0.245	0	0
EmuJ_000482100.1	OTHER	_	1	1	XXX	0	0	0.478	0.734	0.346	0	0
EmuJ_000488100.1	OTHER	_	1	1	XXX	1	0	0.903	0.816	0.944	0	0
EmuJ_000489400.1	OTHER	_	1	1	XXX	0	1	0.207	0.547	0.188	0	0
EmuJ_000489700.1	SP(Sec/SPI)	S	1	1	XXX	0	1	0.013	0.097	0.037	0	1
EmuJ_000491700.1	OTHER	_	0	1	XXX	0	1	0.023	0.249	0.049	0	0
EmuJ_000492800.1	OTHER	_	0	0	XXX	0	0	0.101	0.241	0.260	0	0
EmuJ_000493800.1	OTHER	_	0	0	XXX	0	0	0.158	0.455	0.109	0	0
EmuJ_000495200.1	OTHER	S	1	1	XXX	0	1	0.568	0.649	0.323	0	0
EmuJ_000495400.1	OTHER	M	1	1	XXX	1	1	0.946	0.953	0.931	0	0
EmuJ_000495600.1	OTHER	S	0	0	XXX	0	0	0.157	0.374	0.120	0	0
EmuJ_000496500.1	OTHER	_	1	0	XXX	1	0	0.986	0.934	0.962	0	0
EmuJ_000497300.1	OTHER	_	0	0	XXX	0	0	0.212	0.599	0.618	0	0
EmuJ_000502900.1	OTHER	_	1	1	XXX	0	0	0.269	0.600	0.101	0	0
EmuJ_000505500.1	OTHER	_	0	0	XXX	0	0	0.062	0.278	0.046	0	0
EmuJ_000505800.1	OTHER	_	0	0	XXX	0	0	0.060	0.316	0.077	0	0
EmuJ_000508700.1	OTHER	M	0	0	XXX	0	0	0.160	0.346	0.228	0	0
EmuJ_000510800.1	OTHER	S	1	0	XXX	0	1	0.230	0.558	0.200	0	0
EmuJ_000510900.1	OTHER	M	1	1	XXX	0	1	0.228	0.634	0.558	0	0
EmuJ_000511000.1	OTHER	_	0	0	XXX	0	0	0.088	0.317	0.044	0	1
EmuJ_000512000.1	OTHER	_	1	1	XXX	1	1	0.704	0.852	0.906	1	0
EmuJ_000514000.1	OTHER	M	0	1	XXX	0	0	0.013	0.068	0.030	0	0
EmuJ_000514600.1	OTHER	_	1	1	XXX	1	1	0.775	0.888	0.651	0	0
EmuJ_000515700.1	OTHER	_	0	0	XXX	0	0	0.098	0.087	0.049	0	0
EmuJ_000516000.1	OTHER	_	0	0	XXX	0	0	0.500	0.623	0.549	1	0
EmuJ_000516100.1	OTHER	_	0	1	XXX	0	0	0.090	0.296	0.107	0	0
EmuJ_000516200.1	OTHER	S	0	0	XXX	0	0	0.085	0.398	0.190	0	0
EmuJ_000516900.1	OTHER	S	1	1	XXX	0	1	0.096	0.438	0.072	0	0
EmuJ_000517400.1	OTHER	_	0	0	XXX	0	0	0.822	0.772	0.951	0	0
EmuJ_000521400.1	OTHER	S	1	1	XXX	0	0	0.103	0.173	0.030	0	0
EmuJ_000522000.1	OTHER	M	0	0	XXX	0	0	0.026	0.075	0.071	0	0
EmuJ_000522700.1	OTHER	_	0	1	XXX	0	0	0.135	0.491	0.110	0	0
EmuJ_000524500.1	OTHER	_	0	0	XXX	0	0	0.416	0.293	0.724	1	0
EmuJ_000525100.1	SP(Sec/SPI)	S	1	1	XXX	0	1	0.209	0.410	0.205	0	0
EmuJ_000525400.1	SP(Sec/SPI)	S	1	1	XXX	0	1	0.209	0.410	0.205	0	0
EmuJ_000526600.1	OTHER	_	0	1	XXX	1	0	0.500	0.705	0.639	0	0
EmuJ_000526800.1	SP(Sec/SPI)	S	1	1	XXX	1	1	0.036	0.296	0.032	0	1
EmuJ_000530500.1	SP(Sec/SPI)	S	1	1	XXX	1	1	0.155	0.528	0.495	0	1
EmuJ_000532900.1	OTHER	M	0	0	XXX	0	0	0.077	0.275	0.434	0	0
EmuJ_000533800.1	OTHER	S	0	1	XXX	0	0	0.062	0.257	0.065	0	0
EmuJ_000534500.1	OTHER	_	0	0	XXX	0	0	0.406	0.359	0.259	0	0
EmuJ_000534700.1	OTHER	_	1	1	XXX	1	1	0.545	0.684	0.738	0	0
EmuJ_000534800.1	SP(Sec/SPI)	S	0	0	XXX	0	0	0.937	0.866	0.836	0	0
EmuJ_000535600.1	OTHER	_	0	0	XXX	0	0	0.866	0.698	0.826	0	0
EmuJ_000537200.1	SP(Sec/SPI)	S	0	1	XXX	0	0	0.183	0.367	0.065	0	0
EmuJ_000537300.1	OTHER	_	0	0	XXX	0	0	0.948	0.876	0.588	0	0
EmuJ_000538800.1	OTHER	_	0	0	XXX	0	0	0.413	0.518	0.372	0	0
EmuJ_000540500.1	SP(Sec/SPI)	S	0	1	XXX	0	1	0.469	0.447	0.369	0	0
EmuJ_000540600.1	OTHER	S	0	0	XXX	0	0	0.252	0.500	0.191	0	0
EmuJ_000544700.1	OTHER	_	0	0	XXX	0	0	0.664	0.868	0.618	0	0
EmuJ_000545100.1	OTHER	_	1	1	XXX	0	1	0.239	0.328	0.259	0	0
EmuJ_000545200.1	OTHER	_	1	1	XXX	0	0	0.648	0.643	0.687	0	0
EmuJ_000545400.1	OTHER	_	0	0	XXX	0	0	0.356	0.411	0.064	0	0
EmuJ_000548800.1	SP(Sec/SPI)	S	1	1	XXX	0	1	0.796	0.576	0.679	0	1
EmuJ_000549200.1	SP(Sec/SPI)	S	1	1	XXX	1	1	0.412	0.782	0.712	1	0
EmuJ_000549300.1	OTHER	_	0	0	XXX	0	0	0.028	0.184	0.024	0	0
EmuJ_000549400.1	SP(Sec/SPI)	S	1	1	XXX	0	1	0.869	0.836	0.834	0	0
EmuJ_000550400.1	OTHER	_	1	0	XXX	1	1	0.177	0.642	0.302	1	0
EmuJ_000550500.1	SP(Sec/SPI)	S	0	0	XXX	0	1	0.409	0.743	0.462	1	1
EmuJ_000553600.1	OTHER	_	1	1	XXX	1	1	0.648	0.829	0.512	0	0
EmuJ_000554000.1	OTHER	_	1	1	XXX	1	1	0.933	0.938	0.913	0	0
EmuJ_000554700.1	OTHER	M	0	1	XXX	0	0	0.017	0.222	0.018	0	0
EmuJ_000555300.1	OTHER	_	1	0	XXX	0	0	0.141	0.294	0.135	0	0
EmuJ_000556400.1	SP(Sec/SPI)	S	0	0	XXX	0	0	0.142	0.118	0.087	0	1
EmuJ_000559100.1	OTHER	M	1	1	XXX	0	1	0.960	0.944	0.973	0	0
EmuJ_000560200.1	OTHER	_	0	0	XXX	0	0	0.040	0.128	0.081	0	0
EmuJ_000561700.1	OTHER	_	0	0	XXX	0	0	0.032	0.103	0.051	0	0
EmuJ_000563800.1	OTHER	_	1	1	XXX	0	0	0.295	0.485	0.190	0	0
EmuJ_000564100.1	OTHER	_	1	0	XXX	0	0	0.163	0.360	0.168	0	0
EmuJ_000564400.1	OTHER	_	1	1	XXX	0	0	0.295	0.485	0.190	0	0
EmuJ_000564600.1	OTHER	_	0	0	XXX	0	0	0.364	0.577	0.361	0	0
EmuJ_000564800.1	OTHER	_	1	1	XXX	0	0	0.295	0.485	0.190	0	0
EmuJ_000566900.1	OTHER	_	0	0	XXX	0	0	0.649	0.804	0.549	0	0
EmuJ_000567100.1	SP(Sec/SPI)	S	1	1	XXX	0	1	0.790	0.775	0.430	0	0
EmuJ_000569600.1	SP(Sec/SPI)	S	1	1	XXX	1	1	0.572	0.721	0.538	0	0
EmuJ_000571400.1	OTHER	S	0	0	XXX	0	0	0.066	0.353	0.087	0	0
EmuJ_000572000.1	OTHER	_	0	0	XXX	0	0	0.180	0.456	0.354	0	0
EmuJ_000574800.1	OTHER	M	1	0	XXX	1	1	0.950	0.881	0.964	0	0
EmuJ_000575000.1	OTHER	_	0	0	XXX	0	0	0.044	0.364	0.188	1	0
EmuJ_000575400.1	OTHER	M	1	1	XXX	0	1	0.356	0.648	0.624	0	1
EmuJ_000575700.1	OTHER	M	1	1	XXX	0	1	0.189	0.485	0.250	1	0
EmuJ_000580500.1	OTHER	_	1	1	XXX	1	1	0.232	0.615	0.110	0	0
EmuJ_000582000.1	OTHER	_	0	1	XXX	0	0	0.168	0.251	0.180	0	0
EmuJ_000583900.1	OTHER	_	1	1	XXX	0	1	0.394	0.513	0.448	0	0
EmuJ_000584600.1	OTHER	_	0	0	XXX	0	0	0.283	0.192	0.181	0	0
EmuJ_000589500.1	OTHER	S	1	1	XXX	0	0	0.201	0.630	0.461	1	0
EmuJ_000590100.1	OTHER	_	1	1	XXX	0	0	0.393	0.472	0.189	0	0
EmuJ_000592200.1	OTHER	S	1	1	XXX	0	0	0.614	0.839	0.478	0	0
EmuJ_000593400.1	OTHER	M	1	1	XXX	0	1	0.092	0.328	0.125	0	0
EmuJ_000594500.1	OTHER	_	1	1	XXX	0	1	0.254	0.326	0.138	0	0
EmuJ_000594600.1	OTHER	_	0	0	XXX	0	0	0.120	0.470	0.160	0	0
EmuJ_000595900.1	OTHER	_	0	0	XXX	1	0	0.365	0.214	0.214	0	0
EmuJ_000600000.1	OTHER	_	1	1	XXX	1	1	0.962	0.874	0.797	0	0
EmuJ_000602200.1	OTHER	_	0	0	XXX	0	0	0.446	0.363	0.677	0	0
EmuJ_000607100.1	OTHER	_	0	0	XXX	0	0	0.455	0.439	0.291	1	0
EmuJ_000607700.1	OTHER	M	1	1	XXX	0	0	0.186	0.299	0.381	0	0
EmuJ_000608200.1	OTHER	_	0	1	XXX	0	0	0.118	0.609	0.341	0	0
EmuJ_000613100.1	OTHER	_	0	1	XXX	0	0	0.051	0.173	0.056	0	0
EmuJ_000614900.1	OTHER	S	1	1	XXX	1	1	0.706	0.833	0.834	0	0
EmuJ_000619200.1	OTHER	_	0	0	XXX	0	0	0.198	0.727	0.479	1	0
EmuJ_000621200.1	OTHER	_	1	1	XXX	0	1	0.257	0.591	0.218	0	0
EmuJ_000621400.1	OTHER	_	0	0	XXX	0	0	0.041	0.173	0.119	0	0
EmuJ_000622300.1	OTHER	_	1	1	XXX	1	1	0.990	0.899	0.990	0	0
EmuJ_000623800.1	OTHER	_	0	1	XXX	0	0	0.009	0.083	0.022	0	0
EmuJ_000624000.1	OTHER	M	1	1	XXX	1	1	0.861	0.921	0.952	0	0
EmuJ_000625300.1	OTHER	_	1	1	XXX	1	1	0.026	0.181	0.047	0	0
EmuJ_000625800.1	OTHER	M	0	1	XXX	0	0	0.048	0.300	0.049	0	0
EmuJ_000628200.1	OTHER	_	0	0	XXX	0	0	0.142	0.178	0.190	0	0
EmuJ_000628900.1	OTHER	_	1	1	XXX	0	1	0.233	0.423	0.506	0	0
EmuJ_000629700.1	OTHER	_	0	0	XXX	0	0	0.594	0.683	0.473	0	0
EmuJ_000630300.1	OTHER	_	1	1	XXX	1	1	0.707	0.871	0.770	0	0
EmuJ_000632000.1	OTHER	_	1	0	XXX	0	0	0.033	0.044	0.088	0	0
EmuJ_000633500.1	OTHER	_	1	1	XXX	0	1	0.761	0.818	0.715	0	1
EmuJ_000634600.1	OTHER	S	0	0	XXX	0	0	0.016	0.117	0.014	0	0
EmuJ_000635600.1	OTHER	_	0	1	XXX	0	1	0.671	0.774	0.374	0	0
EmuJ_000635900.1	OTHER	_	1	1	XXX	1	1	0.187	0.419	0.160	0	0
EmuJ_000636900.1	OTHER	S	0	1	XXX	0	0	0.008	0.123	0.009	0	0
EmuJ_000638100.1	OTHER	_	0	0	XXX	0	0	0.006	0.125	0.037	1	1
EmuJ_000638900.1	OTHER	_	0	0	XXX	0	0	0.032	0.210	0.026	0	0
EmuJ_000639100.1	OTHER	_	1	1	XXX	0	1	0.006	0.179	0.025	0	0
EmuJ_000639200.1	OTHER	_	1	1	XXX	0	1	0.892	0.883	0.908	0	0
EmuJ_000640200.1	OTHER	_	0	0	XXX	0	0	0.880	0.632	0.898	1	0
EmuJ_000645500.1	OTHER	M	0	0	XXX	0	0	0.159	0.440	0.330	0	0
EmuJ_000647100.1	SP(Sec/SPI)	S	1	1	XXX	1	1	0.766	0.665	0.812	0	0
EmuJ_000647300.1	SP(Sec/SPI)	S	1	1	XXX	1	1	0.785	0.889	0.711	1	0
EmuJ_000647500.1	SP(Sec/SPI)	S	1	1	XXX	1	1	0.220	0.745	0.465	0	0
EmuJ_000647600.1	OTHER	_	1	1	XXX	0	1	0.317	0.556	0.123	0	0
EmuJ_000650400.1	OTHER	_	1	1	XXX	0	1	0.063	0.420	0.106	0	1
EmuJ_000650900.1	OTHER	S	1	1	XXX	0	1	0.635	0.866	0.763	1	0
EmuJ_000653800.1	OTHER	_	0	0	XXX	0	0	0.199	0.739	0.065	0	0
EmuJ_000655400.1	OTHER	_	1	1	XXX	0	0	0.453	0.524	0.336	0	0
EmuJ_000657300.1	OTHER	_	0	0	XXX	0	0	0.323	0.297	0.450	0	0
EmuJ_000662400.1	OTHER	_	1	0	XXX	0	0	0.086	0.524	0.340	0	0
EmuJ_000662600.1	OTHER	S	0	0	XXX	0	0	0.048	0.265	0.089	0	0
EmuJ_000665800.1	SP(Sec/SPI)	S	0	0	XXX	0	0	0.070	0.290	0.179	0	0
EmuJ_000667800.1	OTHER	S	0	0	XXX	0	0	0.029	0.164	0.082	0	0
EmuJ_000668000.1	OTHER	S	0	0	XXX	0	0	0.029	0.164	0.082	0	0
EmuJ_000669600.1	OTHER	_	0	0	XXX	0	0	0.171	0.369	0.051	0	0
EmuJ_000671200.1	OTHER	_	1	1	XXX	1	1	0.886	0.890	0.959	0	0
EmuJ_000674600.1	OTHER	_	1	0	XXX	1	0	0.026	0.347	0.098	0	0
EmuJ_000676800.1	OTHER	_	0	0	XXX	0	0	0.112	0.177	0.386	0	0
EmuJ_000678500.1	OTHER	_	0	0	XXX	0	0	0.020	0.079	0.097	0	0
EmuJ_000678600.1	OTHER	_	0	0	XXX	0	0	0.246	0.068	0.209	0	0
EmuJ_000678800.1	OTHER	_	1	1	XXX	1	1	0.764	0.817	0.532	0	0
EmuJ_000679100.1	OTHER	_	1	1	XXX	1	1	0.764	0.817	0.532	0	0
EmuJ_000679800.1	OTHER	_	0	0	XXX	0	0	0.505	0.087	0.200	0	0
EmuJ_000681100.1	OTHER	M	0	0	XXX	0	0	0.050	0.292	0.276	0	1
EmuJ_000681600.1	OTHER	_	1	0	XXX	0	0	0.767	0.423	0.795	0	0
EmuJ_000681700.1	OTHER	_	0	0	XXX	0	0	0.540	0.802	0.580	1	0
EmuJ_000681800.1	OTHER	_	1	1	XXX	1	1	0.999	0.976	0.996	0	0
EmuJ_000682200.1	OTHER	_	1	1	XXX	0	1	0.291	0.373	0.156	0	0
EmuJ_000682600.1	SP(Sec/SPI)	S	1	1	XXX	0	1	0.232	0.198	0.206	0	0
EmuJ_000687400.1	OTHER	M	0	0	XXX	0	0	0.007	0.227	0.031	0	0
EmuJ_000693600.1	OTHER	_	0	0	XXX	0	0	0.003	0.048	0.000	0	0
EmuJ_000693800.1	OTHER	S	0	1	XXX	0	0	0.022	0.117	0.042	1	1
EmuJ_000695000.1	OTHER	S	1	1	XXX	0	0	0.406	0.741	0.468	0	0
EmuJ_000695100.1	OTHER	_	0	0	XXX	0	0	0.027	0.085	0.100	0	0
EmuJ_000695500.1	OTHER	M	0	0	XXX	0	0	0.018	0.238	0.041	0	0
EmuJ_000695800.1	OTHER	_	0	0	XXX	0	0	0.024	0.249	0.140	1	0
EmuJ_000702500.1	OTHER	S	0	0	XXX	0	0	0.110	0.775	0.311	0	1
EmuJ_000707000.1	OTHER	_	1	1	XXX	0	1	0.165	0.787	0.101	1	0
EmuJ_000707100.1	OTHER	_	0	0	XXX	0	0	0.028	0.135	0.040	0	0
EmuJ_000709900.1	OTHER	_	1	1	XXX	1	1	0.579	0.755	0.742	0	0
EmuJ_000710200.1	OTHER	M	1	1	XXX	1	1	0.341	0.525	0.585	0	0
EmuJ_000710700.1	OTHER	M	0	0	XXX	0	0	0.356	0.699	0.368	0	0
EmuJ_000712900.1	OTHER	M	1	1	XXX	0	1	0.183	0.646	0.327	0	0
EmuJ_000715000.1	OTHER	M	0	0	XXX	0	0	0.024	0.127	0.035	0	0
EmuJ_000715200.1	OTHER	S	0	1	XXX	0	0	0.145	0.307	0.341	0	1
EmuJ_000716200.1	SP(Sec/SPI)	S	0	1	XXX	0	0	0.128	0.404	0.136	0	1
EmuJ_000717200.1	OTHER	S	0	1	XXX	0	1	0.023	0.263	0.062	0	1
EmuJ_000718500.1	OTHER	M	1	1	XXX	0	1	0.519	0.720	0.753	0	0
EmuJ_000720400.1	OTHER	_	1	1	XXX	1	1	0.939	0.732	0.702	0	0
EmuJ_000720600.1	OTHER	_	0	1	XXX	0	0	0.364	0.275	0.341	0	0
EmuJ_000721900.1	OTHER	S	1	0	XXX	0	0	0.223	0.380	0.188	1	0
EmuJ_000722000.1	OTHER	S	1	0	XXX	0	0	0.107	0.384	0.039	0	1
EmuJ_000722100.1	OTHER	M	0	0	XXX	0	0	0.158	0.364	0.146	0	0
EmuJ_000722200.1	OTHER	S	1	0	XXX	0	0	0.200	0.568	0.128	0	1
EmuJ_000724400.1	OTHER	M	0	0	XXX	0	0	0.065	0.228	0.113	0	0
EmuJ_000724500.1	SP(Sec/SPI)	S	1	1	XXX	1	1	0.989	0.955	0.980	0	1
EmuJ_000724600.1	SP(Sec/SPI)	S	1	1	XXX	1	1	0.971	0.932	0.962	0	0
EmuJ_000729400.1	OTHER	_	0	0	XXX	0	0	0.872	0.765	0.854	0	0
EmuJ_000729700.1	OTHER	_	0	1	XXX	0	0	0.877	0.770	0.902	0	0
