Prot_ID	Secretion_Signal	TargetP_Location	CAMPR3_SVM	CAMPR3_RF	XXX	CAMPR3_ANN	CAMPR3_DA	iAMPred_AntiBacterial	iAMPred_AntiViral	iAMPred_AntiFungal	DBAASP	SecretomeP
EgrG_000220600	OTHER	M	0	0	XXX	0	0	0.135	0.254	0.174	0	0
EgrG_000720400	OTHER	_	1	1	XXX	1	1	0.954	0.755	0.878	0	0
EgrG_001153000	OTHER	M	0	0	XXX	0	0	0.557	0.544	0.639	1	0
EgrG_001202200	OTHER	_	0	0	XXX	0	0	0.121	0.145	0.090	0	0
EgrG_002018500	OTHER	S	0	1	XXX	0	0	0.475	0.729	0.178	0	0
EgrG_000695800	OTHER	_	0	0	XXX	0	0	0.009	0.187	0.033	1	0
EgrG_000209200	OTHER	S	0	1	XXX	0	0	0.204	0.358	0.205	0	1
EgrG_001177100	OTHER	S	1	1	XXX	0	0	0.061	0.313	0.042	0	1
EgrG_000045600	OTHER	_	0	1	XXX	1	0	0.726	0.784	0.710	0	0
EgrG_000474300	OTHER	_	0	0	XXX	0	0	0.697	0.652	0.547	0	0
EgrG_000398000	OTHER	_	1	0	XXX	1	1	0.952	0.842	0.814	1	0
EgrG_002023400	OTHER	_	1	1	XXX	0	1	0.097	0.529	0.308	0	0
EgrG_000099600	OTHER	_	0	1	XXX	0	1	0.066	0.230	0.047	0	1
EgrG_002012400	OTHER	_	0	0	XXX	0	0	0.029	0.080	0.056	0	0
EgrG_000283900	OTHER	S	0	0	XXX	0	0	0.450	0.740	0.408	0	0
EgrG_000216100	OTHER	S	0	1	XXX	0	0	0.071	0.358	0.119	0	0
EgrG_000723500	OTHER	_	0	0	XXX	0	0	0.179	0.292	0.353	0	0
EgrG_000362300	OTHER	M	0	1	XXX	0	1	0.090	0.442	0.365	0	0
EgrG_000870800	OTHER	_	0	0	XXX	0	0	0.091	0.577	0.091	1	0
EgrG_000945400	SP(Sec/SPI)	S	0	1	XXX	0	1	0.042	0.099	0.085	1	1
EgrG_000807300	OTHER	_	1	1	XXX	1	1	0.558	0.781	0.711	0	0
EgrG_000681700	OTHER	_	0	0	XXX	0	0	0.456	0.827	0.640	1	0
EgrG_000240800	OTHER	_	0	0	XXX	0	0	0.008	0.261	0.056	0	0
EgrG_000454200	OTHER	_	1	0	XXX	1	0	0.418	0.831	0.507	0	0
EgrG_000069290	OTHER	S	1	0	XXX	1	0	0.353	0.559	0.448	0	0
EgrG_000496400	OTHER	_	0	0	XXX	0	0	0.336	0.246	0.094	0	1
EgrG_000189250	OTHER	S	1	1	XXX	0	1	0.271	0.424	0.308	0	0
EgrG_000555300	OTHER	_	1	1	XXX	1	0	0.035	0.271	0.154	0	0
EgrG_001160000	OTHER	_	0	1	XXX	0	0	0.152	0.574	0.074	0	0
EgrG_000419400	OTHER	_	1	1	XXX	1	1	0.995	0.952	0.994	1	0
EgrG_000636900	OTHER	S	0	1	XXX	0	0	0.007	0.128	0.010	0	0
EgrG_000264800	OTHER	_	1	1	XXX	0	1	0.727	0.700	0.758	0	0
EgrG_000540500	SP(Sec/SPI)	S	0	1	XXX	0	1	0.541	0.421	0.318	0	0
EgrG_000840700	OTHER	_	1	1	XXX	1	0	0.357	0.500	0.500	0	0
EgrG_002007900	OTHER	M	0	0	XXX	0	0	0.541	0.747	0.783	0	0
EgrG_000202900	OTHER	M	1	1	XXX	1	1	0.065	0.347	0.334	0	0
EgrG_000947900	OTHER	_	0	0	XXX	0	0	0.021	0.031	0.006	0	0
EgrG_002321000	OTHER	M	0	0	XXX	0	0	0.036	0.314	0.055	0	0
EgrG_000468900	OTHER	_	1	1	XXX	1	1	0.576	0.790	0.786	0	0
EgrG_000880100	OTHER	_	0	0	XXX	0	0	0.443	0.701	0.415	0	0
EgrG_000795800	OTHER	M	0	0	XXX	0	0	0.034	0.194	0.066	0	0
EgrG_000314000	OTHER	_	0	0	XXX	1	0	0.009	0.070	0.050	0	0
EgrG_002004100	OTHER	S	1	1	XXX	1	1	0.071	0.520	0.315	0	0
EgrG_002068500	OTHER	_	0	0	XXX	0	0	0.342	0.707	0.080	0	0
EgrG_000353800	OTHER	_	0	0	XXX	1	0	0.207	0.218	0.077	0	0
EgrG_000503100	OTHER	_	0	0	XXX	0	0	0.032	0.043	0.038	0	0
EgrG_000995900	OTHER	_	1	1	XXX	1	1	0.910	0.924	0.950	0	0
EgrG_000879700	OTHER	_	1	1	XXX	1	1	0.739	0.839	0.829	1	0
EgrG_000435860	OTHER	_	1	1	XXX	1	1	0.793	0.923	0.764	0	0
EgrG_001145600	OTHER	_	0	0	XXX	0	0	0.017	0.220	0.052	0	0
EgrG_000299300	OTHER	M	1	1	XXX	0	1	0.087	0.574	0.226	0	0
EgrG_000108800	OTHER	_	1	1	XXX	1	0	0.981	0.565	0.928	0	0
EgrG_000621400	OTHER	_	0	0	XXX	0	0	0.112	0.268	0.354	1	0
EgrG_000157000	OTHER	M	1	1	XXX	0	0	0.564	0.809	0.599	0	0
EgrG_000661900	OTHER	_	0	0	XXX	0	0	0.012	0.114	0.014	1	0
EgrG_000835700	OTHER	_	0	0	XXX	0	0	0.023	0.031	0.075	0	0
EgrG_002032700	OTHER	_	1	1	XXX	0	1	0.721	0.724	0.796	0	1
EgrG_000930700	SP(Sec/SPI)	S	0	0	XXX	0	1	0.288	0.661	0.119	0	0
EgrG_000776700	OTHER	M	1	1	XXX	0	1	0.291	0.542	0.681	0	0
EgrG_000335600	OTHER	_	1	1	XXX	1	1	0.900	0.955	0.935	0	0
EgrG_001043400	OTHER	_	1	1	XXX	0	1	0.039	0.314	0.079	0	0
EgrG_000468700	OTHER	_	0	0	XXX	0	0	0.528	0.234	0.225	0	0
EgrG_000417000	OTHER	_	0	1	XXX	0	0	0.040	0.156	0.031	0	1
EgrG_000628200	OTHER	_	0	0	XXX	0	0	0.390	0.324	0.500	0	0
EgrG_001152300	SP(Sec/SPI)	S	0	0	XXX	0	0	0.881	0.835	0.606	0	0
EgrG_000390900	OTHER	M	1	1	XXX	0	0	0.421	0.466	0.721	0	0
EgrG_000133800	OTHER	S	0	1	XXX	0	1	0.534	0.593	0.383	0	1
EgrG_000345500	OTHER	S	0	1	XXX	0	0	0.330	0.516	0.260	0	0
EgrG_001072400	OTHER	_	1	1	XXX	0	0	0.731	0.701	0.509	0	1
EgrG_000674600	OTHER	_	1	0	XXX	1	1	0.048	0.450	0.156	0	0
EgrG_000122600	OTHER	M	0	0	XXX	1	0	0.872	0.893	0.680	0	0
EgrG_000215700	OTHER	S	0	1	XXX	0	1	0.005	0.241	0.011	0	0
EgrG_002062900	OTHER	_	1	1	XXX	0	0	0.082	0.186	0.047	0	0
EgrG_002001400	OTHER	_	1	1	XXX	0	1	0.152	0.423	0.104	0	0
EgrG_001040100	OTHER	S	0	1	XXX	0	0	0.246	0.635	0.113	0	0
EgrG_000533800	OTHER	S	1	1	XXX	0	1	0.132	0.406	0.190	0	0
EgrG_002000900	OTHER	_	0	0	XXX	0	0	0.073	0.312	0.053	0	1
EgrG_000246700	OTHER	M	0	1	XXX	0	1	0.507	0.720	0.426	0	1
EgrG_000671600	OTHER	_	0	0	XXX	0	0	0.028	0.108	0.068	0	0
EgrG_000076000	SP(Sec/SPI)	S	0	1	XXX	0	0	0.103	0.253	0.135	0	0
EgrG_000947200	OTHER	_	1	1	XXX	0	0	0.162	0.402	0.283	1	0
EgrG_001112200	OTHER	_	0	0	XXX	0	0	0.008	0.036	0.009	0	0
EgrG_000408100	OTHER	_	0	0	XXX	0	0	0.111	0.187	0.276	0	0
EgrG_001064300	OTHER	_	0	0	XXX	0	0	0.030	0.154	0.089	0	0
EgrG_000749300	OTHER	_	0	0	XXX	0	0	0.080	0.599	0.083	0	0
EgrG_002024400	OTHER	M	1	1	XXX	0	0	0.159	0.687	0.278	1	0
EgrG_000911850	OTHER	_	1	1	XXX	0	1	0.264	0.706	0.627	0	0
EgrG_000366400	OTHER	_	1	1	XXX	0	0	0.327	0.664	0.165	0	0
EgrG_000109000	OTHER	_	1	0	XXX	1	0	0.752	0.382	0.426	1	0
EgrG_000963900	OTHER	_	0	1	XXX	0	0	0.253	0.594	0.368	1	0
EgrG_000811600	OTHER	M	0	0	XXX	0	0	0.044	0.345	0.121	1	0
EgrG_000103300	OTHER	_	0	0	XXX	0	0	0.555	0.525	0.308	0	0
EgrG_002013700	OTHER	_	0	0	XXX	0	0	0.407	0.208	0.342	0	0
EgrG_000441600	OTHER	M	1	1	XXX	0	0	0.599	0.819	0.835	0	0
EgrG_000785700	OTHER	_	1	1	XXX	0	1	0.616	0.818	0.611	0	0
EgrG_000806100	OTHER	_	1	1	XXX	0	1	0.089	0.584	0.500	1	0
EgrG_000522000	OTHER	M	0	0	XXX	1	0	0.034	0.094	0.119	0	0
EgrG_000965100	OTHER	_	0	1	XXX	0	0	0.089	0.484	0.346	1	0
EgrG_000416700	OTHER	M	1	1	XXX	0	0	0.782	0.866	0.795	0	0
EgrG_000239700	SP(Sec/SPI)	S	0	0	XXX	0	0	0.064	0.195	0.095	0	1
EgrG_000071400	OTHER	_	1	1	XXX	0	0	0.731	0.752	0.806	0	0
EgrG_000156700	OTHER	M	1	1	XXX	0	1	0.219	0.561	0.208	0	0
EgrG_000495200	OTHER	S	1	1	XXX	0	1	0.568	0.631	0.324	0	0
EgrG_002060900	OTHER	M	0	0	XXX	1	0	0.144	0.500	0.465	0	1
EgrG_002058000	OTHER	_	1	1	XXX	0	1	0.085	0.317	0.125	0	0
EgrG_000743300	OTHER	_	0	0	XXX	0	0	0.005	0.237	0.020	0	0
EgrG_001137400	SP(Sec/SPI)	S	1	1	XXX	1	1	0.985	0.945	0.995	0	0
EgrG_000911800	OTHER	S	0	1	XXX	0	0	0.769	0.694	0.475	0	0
EgrG_000453300	OTHER	S	1	1	XXX	0	1	0.217	0.389	0.121	0	1
EgrG_002016900	OTHER	_	0	0	XXX	0	0	0.010	0.056	0.019	0	0
EgrG_002043100	OTHER	_	0	0	XXX	0	0	0.321	0.178	0.523	0	0
EgrG_002048600	OTHER	S	0	0	XXX	0	0	0.279	0.281	0.223	1	0
EgrG_000998400	OTHER	M	1	0	XXX	0	0	0.137	0.542	0.173	0	0
EgrG_002040100	OTHER	_	0	0	XXX	0	0	0.025	0.063	0.100	0	1
EgrG_000241700	OTHER	M	1	1	XXX	0	1	0.647	0.851	0.796	0	0
EgrG_000582000	OTHER	_	0	0	XXX	0	0	0.110	0.428	0.500	1	0
EgrG_000790500	OTHER	M	1	1	XXX	0	1	0.129	0.493	0.371	0	0
EgrG_000781300	OTHER	_	1	1	XXX	0	0	0.689	0.343	0.527	0	0
EgrG_000475500	OTHER	_	1	1	XXX	0	1	0.085	0.748	0.369	0	0
EgrG_000897400	OTHER	M	1	1	XXX	0	1	0.851	0.871	0.811	0	0
EgrG_001167000	OTHER	S	0	0	XXX	1	0	0.490	0.703	0.392	0	0
EgrG_000918400	OTHER	_	0	0	XXX	0	0	0.402	0.472	0.288	0	0
EgrG_000432900	OTHER	_	0	1	XXX	0	1	0.266	0.506	0.305	0	1
EgrG_002063300	OTHER	M	1	1	XXX	1	0	0.410	0.688	0.613	0	0
EgrG_000209000	OTHER	_	0	0	XXX	1	0	0.340	0.323	0.095	0	0
EgrG_000944300	OTHER	M	1	1	XXX	0	1	0.608	0.784	0.899	0	0
EgrG_000240500	OTHER	S	1	0	XXX	0	0	0.091	0.194	0.077	0	0
EgrG_000960200	OTHER	_	0	0	XXX	0	0	0.038	0.466	0.033	0	0
EgrG_002055200	OTHER	M	0	1	XXX	0	1	0.202	0.598	0.259	0	1
EgrG_000766000	OTHER	M	1	1	XXX	1	1	0.955	0.931	0.990	1	0
EgrG_002029100	OTHER	M	0	1	XXX	0	0	0.098	0.471	0.136	0	0
EgrG_002012300	OTHER	_	0	1	XXX	0	0	0.420	0.740	0.613	0	1
EgrG_000381500	OTHER	_	0	0	XXX	0	0	0.699	0.358	0.914	0	0
EgrG_000159200	OTHER	_	1	1	XXX	0	1	0.946	0.950	0.824	0	0
EgrG_000044000	OTHER	_	0	0	XXX	0	0	0.051	0.233	0.059	0	0
EgrG_000096400	OTHER	_	0	0	XXX	0	0	0.717	0.493	0.267	1	0
EgrG_000935100	OTHER	S	0	1	XXX	1	0	0.866	0.531	0.797	0	0
EgrG_000537200	SP(Sec/SPI)	S	0	1	XXX	0	0	0.363	0.466	0.113	0	0
EgrG_002057400	OTHER	M	0	0	XXX	0	0	0.272	0.418	0.263	0	0
EgrG_000724400	OTHER	M	0	0	XXX	0	0	0.065	0.228	0.113	0	0
EgrG_000207800	OTHER	_	0	1	XXX	0	0	0.220	0.273	0.166	0	0
EgrG_000492800	OTHER	M	0	0	XXX	0	0	0.102	0.146	0.361	0	0
EgrG_002027300	OTHER	S	1	1	XXX	0	0	0.803	0.717	0.717	0	1
EgrG_000231200	OTHER	_	0	0	XXX	0	0	0.275	0.081	0.169	0	0
EgrG_000512100	OTHER	_	0	0	XXX	0	0	0.109	0.241	0.028	0	1
EgrG_000977500	OTHER	M	0	0	XXX	0	0	0.427	0.413	0.381	1	0
EgrG_000942700	OTHER	_	1	1	XXX	0	1	0.235	0.437	0.114	0	0
EgrG_001160300	OTHER	S	0	0	XXX	0	0	0.367	0.450	0.320	0	0
EgrG_000687400	OTHER	M	0	0	XXX	0	0	0.007	0.270	0.028	0	0
EgrG_000494100	OTHER	_	0	1	XXX	0	0	0.017	0.241	0.028	0	0
EgrG_000964000	OTHER	_	1	1	XXX	0	1	0.477	0.240	0.374	0	0
EgrG_000208900	OTHER	S	0	1	XXX	0	0	0.164	0.369	0.416	0	0
EgrG_000072900	OTHER	_	0	0	XXX	0	0	0.672	0.349	0.234	0	0
EgrG_000643900	OTHER	_	1	1	XXX	0	1	0.379	0.650	0.453	0	0
EgrG_000712900	OTHER	S	1	1	XXX	0	1	0.574	0.820	0.646	0	0
EgrG_001083150	OTHER	M	0	0	XXX	0	0	0.030	0.116	0.124	0	0
EgrG_000264600	SP(Sec/SPI)	S	0	1	XXX	1	0	0.156	0.360	0.139	0	0
EgrG_002015300	OTHER	_	0	0	XXX	0	0	0.003	0.028	0.011	0	1
EgrG_000500700	OTHER	_	1	1	XXX	1	1	0.831	0.888	0.893	0	0
EgrG_002008400	OTHER	S	0	0	XXX	0	0	0.023	0.076	0.016	0	0
EgrG_000647100	SP(Sec/SPI)	S	1	1	XXX	1	1	0.827	0.784	0.860	0	0
EgrG_000260500	SP(Sec/SPI)	S	0	0	XXX	0	0	0.100	0.136	0.119	0	0
EgrG_000318500	OTHER	_	1	1	XXX	0	1	0.663	0.775	0.363	0	0
EgrG_002019900	OTHER	M	1	1	XXX	1	1	0.101	0.314	0.105	0	0
EgrG_000246200	OTHER	_	1	1	XXX	0	0	0.100	0.130	0.039	0	0
EgrG_000947800	OTHER	_	0	0	XXX	0	0	0.000	0.009	0.005	0	0
EgrG_002054700	OTHER	_	0	0	XXX	0	0	0.011	0.013	0.011	0	0
EgrG_000944900	OTHER	_	0	0	XXX	0	0	0.026	0.166	0.025	0	0
EgrG_000608200	OTHER	_	0	0	XXX	0	0	0.421	0.776	0.602	0	0
EgrG_000453700	OTHER	M	0	1	XXX	0	0	0.882	0.908	0.866	0	0
EgrG_000488100	OTHER	_	1	1	XXX	1	0	0.903	0.816	0.944	0	0
EgrG_000707000	OTHER	_	1	1	XXX	0	1	0.181	0.810	0.131	1	0
EgrG_000381400	SP(Sec/SPI)	S	1	1	XXX	1	1	0.423	0.538	0.289	1	0
EgrG_000721900	OTHER	S	1	0	XXX	0	0	0.299	0.476	0.233	1	0
EgrG_002032200	OTHER	_	0	1	XXX	0	0	0.220	0.360	0.194	0	0
EgrG_000511000	OTHER	_	0	0	XXX	0	0	0.005	0.036	0.028	0	0
EgrG_000431300	OTHER	_	0	0	XXX	0	0	0.210	0.183	0.196	0	0
EgrG_000330400	SP(Sec/SPI)	S	0	0	XXX	0	0	0.392	0.433	0.171	0	1
EgrG_001169800	OTHER	_	1	1	XXX	0	0	0.488	0.761	0.461	0	0
EgrG_002012600	OTHER	M	1	1	XXX	0	1	0.227	0.655	0.195	0	0
EgrG_002064500	OTHER	M	1	1	XXX	0	1	0.127	0.292	0.093	0	0
EgrG_000088700	OTHER	_	1	1	XXX	1	1	0.500	0.623	0.289	0	0
EgrG_000164400	OTHER	_	0	0	XXX	0	0	0.010	0.059	0.042	0	0
EgrG_000949400	OTHER	S	1	0	XXX	0	0	0.304	0.658	0.408	0	0
EgrG_002020200	OTHER	_	0	0	XXX	0	0	0.099	0.387	0.074	0	0
EgrG_002008000	OTHER	_	0	0	XXX	0	0	0.402	0.353	0.263	0	0
EgrG_000089700	OTHER	_	1	1	XXX	1	1	0.626	0.752	0.920	1	0
EgrG_002040900	OTHER	S	0	0	XXX	0	0	0.065	0.557	0.129	0	1
EgrG_002070300	OTHER	_	1	1	XXX	0	0	0.827	0.711	0.643	0	0
EgrG_000639200	OTHER	_	0	0	XXX	0	0	0.198	0.195	0.490	1	0
EgrG_000251600	OTHER	_	1	1	XXX	0	0	0.316	0.620	0.407	0	0
EgrG_000710100	OTHER	_	0	0	XXX	0	0	0.122	0.125	0.061	0	0
EgrG_001096500	OTHER	M	1	1	XXX	0	1	0.231	0.658	0.516	0	0
EgrG_000967500	OTHER	_	0	0	XXX	0	0	0.433	0.575	0.422	0	0
EgrG_001136900	OTHER	_	1	1	XXX	1	0	0.988	0.886	0.993	0	0
EgrG_001092200	OTHER	M	0	0	XXX	0	0	0.045	0.077	0.100	0	0
EgrG_000786500	OTHER	_	1	1	XXX	0	1	0.030	0.120	0.035	0	0
EgrG_000544700	OTHER	M	0	0	XXX	0	0	0.592	0.830	0.486	0	0
EgrG_001063950	OTHER	M	1	1	XXX	0	1	0.082	0.392	0.314	0	0
EgrG_000505800	OTHER	_	0	0	XXX	0	0	0.341	0.660	0.366	0	0
EgrG_002032100	OTHER	_	0	0	XXX	0	0	0.037	0.567	0.034	0	0
EgrG_000308400	OTHER	M	0	0	XXX	0	0	0.078	0.326	0.272	0	0
EgrG_000293900	OTHER	_	1	1	XXX	0	1	0.386	0.631	0.447	0	1
EgrG_002060300	OTHER	S	0	1	XXX	0	0	0.341	0.571	0.315	0	0
EgrG_000556400	SP(Sec/SPI)	S	0	0	XXX	0	0	0.273	0.154	0.097	0	0
EgrG_000317000	OTHER	S	0	0	XXX	0	0	0.115	0.281	0.196	0	0
EgrG_000693800	OTHER	_	0	1	XXX	0	0	0.015	0.095	0.033	0	1
EgrG_002006100	OTHER	_	0	0	XXX	0	0	0.059	0.082	0.050	0	0
EgrG_000221600	OTHER	_	1	1	XXX	0	1	0.888	0.680	0.641	0	0
EgrG_002037000	OTHER	S	0	0	XXX	0	0	0.101	0.201	0.055	0	0
EgrG_002001500	OTHER	_	0	0	XXX	0	0	0.246	0.298	0.604	0	0
EgrG_002046400	OTHER	_	1	1	XXX	0	1	0.335	0.519	0.414	0	0
EgrG_000502900	OTHER	_	1	1	XXX	0	0	0.444	0.712	0.230	0	0
EgrG_000992800	SP(Sec/SPI)	S	0	0	XXX	1	0	0.737	0.691	0.625	0	0
EgrG_002036000	OTHER	M	1	1	XXX	0	1	0.353	0.229	0.465	1	0
EgrG_000365600	OTHER	_	0	0	XXX	0	0	0.135	0.344	0.238	0	0
EgrG_000839700	OTHER	S	1	1	XXX	0	1	0.037	0.252	0.056	0	0
EgrG_000334550	OTHER	_	0	0	XXX	0	0	0.817	0.699	0.797	1	0
EgrG_000498000	OTHER	M	1	1	XXX	1	0	0.917	0.889	0.908	0	0
EgrG_000979050	OTHER	_	1	1	XXX	0	1	0.303	0.428	0.315	0	0
EgrG_001125850	SP(Sec/SPI)	_	0	0	XXX	0	0	0.338	0.402	0.365	1	0
EgrG_002032000	OTHER	_	0	0	XXX	0	0	0.007	0.088	0.006	0	0
EgrG_000974800	OTHER	_	0	0	XXX	0	0	0.006	0.051	0.011	0	0
EgrG_000829900	SP(Sec/SPI)	S	0	0	XXX	0	0	0.009	0.078	0.024	0	0
EgrG_000665800	SP(Sec/SPI)	S	0	0	XXX	0	0	0.061	0.197	0.156	0	0
EgrG_002016800	OTHER	M	0	0	XXX	0	0	0.142	0.253	0.254	0	0
EgrG_002062000	OTHER	_	0	1	XXX	0	0	0.010	0.118	0.011	0	0
EgrG_000940800	OTHER	_	0	1	XXX	0	0	0.684	0.597	0.433	0	0
EgrG_000522700	OTHER	S	0	1	XXX	0	0	0.048	0.334	0.077	0	1
EgrG_000550500	SP(Sec/SPI)	S	0	0	XXX	0	0	0.470	0.784	0.559	1	1
EgrG_002029900	OTHER	_	0	1	XXX	0	1	0.384	0.254	0.116	1	1
EgrG_000859500	OTHER	_	0	0	XXX	0	0	0.261	0.069	0.294	0	0
EgrG_000575700	OTHER	M	0	1	XXX	0	0	0.280	0.610	0.381	1	0
EgrG_000241200	OTHER	_	0	0	XXX	0	0	0.016	0.187	0.025	0	0
EgrG_001189400	SP(Sec/SPI)	S	0	1	XXX	0	0	0.020	0.335	0.085	0	1
EgrG_001024600	OTHER	_	0	0	XXX	0	0	0.060	0.166	0.064	0	1
EgrG_000833700	OTHER	M	0	1	XXX	0	0	0.168	0.444	0.124	0	0
EgrG_000549300	OTHER	_	0	1	XXX	0	0	0.142	0.242	0.401	0	1
EgrG_000640200	OTHER	_	0	0	XXX	0	0	0.379	0.102	0.252	0	0
EgrG_002056900	OTHER	_	1	1	XXX	0	1	0.523	0.427	0.343	0	0
EgrG_002011300	OTHER	_	0	0	XXX	0	0	0.090	0.264	0.134	0	0
EgrG_000477400	OTHER	S	0	0	XXX	0	0	0.184	0.622	0.422	0	0
EgrG_000623800	OTHER	_	0	1	XXX	0	1	0.007	0.070	0.015	0	0
EgrG_000128600	OTHER	_	0	0	XXX	0	0	0.114	0.413	0.067	0	0
EgrG_000734000	OTHER	_	1	1	XXX	0	0	0.050	0.167	0.067	0	0
EgrG_000808500	OTHER	S	0	0	XXX	0	0	0.072	0.186	0.093	0	0
EgrG_001163500	OTHER	S	0	0	XXX	0	0	0.117	0.608	0.276	0	0
EgrG_002024700	OTHER	_	0	1	XXX	0	1	0.539	0.436	0.245	0	0
EgrG_002027600	OTHER	M	0	0	XXX	0	0	0.009	0.192	0.027	0	0
EgrG_000083100	OTHER	_	1	1	XXX	0	0	0.036	0.366	0.105	0	0
EgrG_002055700	OTHER	M	0	1	XXX	0	1	0.255	0.685	0.189	0	1
EgrG_000534700	SP(Sec/SPI)	S	0	0	XXX	0	0	0.941	0.839	0.783	0	1
EgrG_000155100	OTHER	_	0	1	XXX	0	0	0.149	0.371	0.500	0	0
EgrG_000234200	OTHER	M	1	1	XXX	1	1	0.268	0.439	0.445	1	0
EgrG_000324500	OTHER	M	1	1	XXX	1	1	0.692	0.933	0.856	1	0
EgrG_000356900	OTHER	_	0	0	XXX	1	0	0.396	0.614	0.527	0	0
EgrG_000647500	SP(Sec/SPI)	S	1	1	XXX	1	1	0.281	0.654	0.263	0	0
EgrG_000594600	OTHER	_	0	0	XXX	0	0	0.239	0.376	0.159	0	0
EgrG_002038100	OTHER	_	0	1	XXX	0	1	0.266	0.180	0.120	0	0
EgrG_001137200	SP(Sec/SPI)	S	1	1	XXX	1	1	0.942	0.925	0.923	0	0
EgrG_001167800	OTHER	M	0	1	XXX	0	0	0.195	0.620	0.250	0	0
EgrG_000283600	OTHER	S	1	1	XXX	1	1	0.610	0.831	0.834	1	0
EgrG_000469000	OTHER	_	1	1	XXX	1	1	0.797	0.905	0.714	1	0
EgrG_000749200	OTHER	_	1	0	XXX	0	0	0.489	0.202	0.646	0	0
EgrG_000063300	OTHER	M	1	1	XXX	0	0	0.387	0.470	0.599	0	1
EgrG_002066100	OTHER	_	0	1	XXX	0	0	0.014	0.066	0.012	0	1
EgrG_000365900	OTHER	S	1	1	XXX	0	1	0.589	0.807	0.892	1	1
EgrG_000990800	OTHER	_	1	1	XXX	0	0	0.357	0.580	0.279	0	0
EgrG_000350700	OTHER	M	1	1	XXX	1	1	0.794	0.748	0.953	0	0
EgrG_000045800	OTHER	S	0	0	XXX	0	0	0.129	0.536	0.094	0	0
EgrG_000196700	OTHER	M	1	1	XXX	1	1	0.752	0.881	0.890	0	0
EgrG_001137000	SP(Sec/SPI)	S	1	1	XXX	1	1	0.515	0.699	0.442	0	1
EgrG_002060500	OTHER	M	1	1	XXX	1	1	0.392	0.845	0.493	0	0
EgrG_002041900	OTHER	_	1	1	XXX	0	1	0.345	0.784	0.432	0	0
EgrG_001015700	SP(Sec/SPI)	S	0	0	XXX	0	0	0.661	0.643	0.652	0	0
EgrG_002021300	OTHER	_	0	0	XXX	0	0	0.017	0.089	0.010	0	1
EgrG_002066000	OTHER	S	0	1	XXX	0	0	0.306	0.297	0.103	0	0
EgrG_000589300	OTHER	S	1	1	XXX	0	1	0.167	0.618	0.200	0	0
EgrG_000062900	OTHER	M	1	1	XXX	0	1	0.758	0.909	0.740	0	0
EgrG_000313700	OTHER	S	0	0	XXX	0	0	0.045	0.238	0.022	0	0
EgrG_001121100	OTHER	M	1	1	XXX	0	0	0.208	0.521	0.516	0	1
EgrG_000102800	OTHER	_	0	0	XXX	0	0	0.123	0.480	0.079	0	1
EgrG_000381100	SP(Sec/SPI)	S	1	1	XXX	0	1	0.530	0.681	0.406	1	0
EgrG_001010300	OTHER	S	0	0	XXX	0	0	0.127	0.226	0.093	0	0
EgrG_000801000	OTHER	_	1	1	XXX	0	1	0.939	0.945	0.983	0	0
EgrG_000395800	OTHER	_	0	0	XXX	0	0	0.108	0.464	0.130	1	0
EgrG_001074700	OTHER	_	0	0	XXX	0	0	0.164	0.093	0.076	0	0
EgrG_002048400	OTHER	_	1	1	XXX	0	1	0.077	0.179	0.149	0	0
EgrG_000429500	OTHER	M	0	1	XXX	0	1	0.421	0.680	0.352	0	0
EgrG_002008600	OTHER	_	0	0	XXX	0	0	0.019	0.069	0.029	0	0
EgrG_001173800	OTHER	_	1	1	XXX	0	1	0.143	0.549	0.170	0	0
EgrG_002053900	OTHER	_	0	0	XXX	0	0	0.068	0.325	0.059	0	0
EgrG_000128800	OTHER	_	0	0	XXX	0	0	0.031	0.107	0.027	0	1
EgrG_000170500	OTHER	_	1	1	XXX	1	1	0.702	0.794	0.796	1	0
EgrG_000655500	OTHER	M	0	0	XXX	0	0	0.017	0.100	0.131	0	0
EgrG_000614900	OTHER	S	0	0	XXX	0	0	0.021	0.069	0.038	0	0
EgrG_000655400	OTHER	_	0	0	XXX	0	0	0.478	0.349	0.385	0	0
EgrG_000828100	OTHER	_	0	0	XXX	0	0	0.107	0.660	0.125	0	0
EgrG_000897700	OTHER	S	0	0	XXX	0	0	0.579	0.686	0.369	0	1
EgrG_000835400	SP(Sec/SPI)	S	0	1	XXX	0	0	0.113	0.548	0.149	0	0
EgrG_000127500	OTHER	_	1	1	XXX	0	1	0.084	0.088	0.132	0	1
EgrG_000373300	OTHER	_	0	1	XXX	0	0	0.661	0.837	0.650	0	0
EgrG_000647300	SP(Sec/SPI)	S	1	1	XXX	1	1	0.940	0.916	0.942	1	0
EgrG_000301300	OTHER	_	0	0	XXX	0	0	0.032	0.507	0.108	0	0
EgrG_000980400	OTHER	_	0	1	XXX	1	1	0.089	0.375	0.184	0	0
EgrG_000075500	OTHER	_	1	1	XXX	0	1	0.060	0.597	0.237	1	0
EgrG_000991300	OTHER	_	1	1	XXX	0	0	0.635	0.626	0.289	0	0
EgrG_002008100	OTHER	M	0	1	XXX	0	0	0.623	0.639	0.433	0	0
EgrG_000987100	OTHER	_	0	0	XXX	0	0	0.008	0.098	0.033	0	0
EgrG_000863100	OTHER	M	1	1	XXX	0	0	0.278	0.651	0.626	0	0
